iter	MultiClass
810	0.1253869758
811	0.1251582429
812	0.1249894369
813	0.1247180542
814	0.124461289
815	0.124164958
816	0.124026829
817	0.1237584187
818	0.1235138945
819	0.123303258
820	0.1230421018
821	0.1227129811
822	0.1225116759
823	0.1222333035
824	0.1220303862
825	0.1217712659
826	0.1215560929
827	0.1213547084
828	0.1210685187
829	0.1208908923
830	0.1207362703
831	0.1204349332
832	0.1202244036
833	0.1200445765
834	0.1197359276
835	0.1196098899
836	0.1193869609
837	0.1193349543
838	0.119117456
839	0.1189871837
840	0.1188116708
841	0.1185741241
842	0.1183881785
843	0.1181164344
844	0.1179272497
845	0.1177775601
846	0.117491279
847	0.1173357541
848	0.1170856575
849	0.1167786271
850	0.1166240214
851	0.1163086578
852	0.1161267904
853	0.1159039185
854	0.1156672636
855	0.1154474606
856	0.1152574566
857	0.1150735512
858	0.1148252948
859	0.1147215778
860	0.1144868586
861	0.1141478269
862	0.113966185
863	0.1137951165
864	0.1134951268
865	0.1132815761
866	0.1130814303
867	0.1128070992
868	0.1126136666
869	0.1124050297
870	0.1121474287
871	0.1119210814
872	0.1116328804
873	0.1113252444
874	0.11108973
875	0.1108611413
876	0.1106731808
877	0.1105316483
878	0.1103270666
879	0.1102306056
880	0.1099483213
881	0.1097186257
882	0.1095307504
883	0.1094218897
884	0.1092360213
885	0.1090443559
886	0.1088639978
887	0.1086901932
888	0.1084947873
889	0.1082324097
890	0.1081073998
891	0.1078549921
892	0.107687772
893	0.1075363422
894	0.1073311322
895	0.1072093293
896	0.1069730927
897	0.1068529184
898	0.1067510508
899	0.1064847227
900	0.1062590279
901	0.1061090434
902	0.105825164
903	0.1056432163
904	0.1054461612
905	0.1053283873
906	0.1050991657
907	0.1049428578
908	0.1048031792
909	0.1045881527
910	0.1043790134
911	0.1042349576
912	0.1041607431
913	0.1039534272
914	0.1037795424
915	0.1036424757
916	0.1035180209
917	0.1033228687
918	0.103196587
919	0.1030284081
920	0.1028920046
921	0.1026835404
922	0.1025632207
923	0.1023574771
924	0.1022002435
925	0.1020541442
926	0.1019186938
927	0.101744772
928	0.1016651676
929	0.1015481302
930	0.1014204388
931	0.1012296013
932	0.1010921513
933	0.100975551
934	0.1008890889
935	0.1007569507
936	0.1005776661
937	0.1004336105
938	0.1002638035
939	0.09998874703
940	0.09984368327
941	0.0997515885
942	0.09955867654
943	0.09941570112
944	0.09927127596
945	0.09902012901
946	0.09893588344
947	0.09873782609
948	0.09862578616
949	0.09847858557
950	0.09838451051
951	0.09814727516
952	0.09808143033
953	0.09800774275
954	0.09790226498
955	0.09775792144
956	0.09765319557
957	0.0974969515
958	0.0973407365
959	0.09714404219
960	0.0969783316
961	0.09685486086
962	0.09675467061
963	0.09660945108
964	0.09647207935
965	0.09629234069
966	0.09617780963
967	0.09608176988
968	0.09590050881
969	0.09573223775
970	0.09556668134
971	0.09542570884
972	0.09529936308
973	0.09519504579
974	0.09511025945
975	0.09496891453
976	0.09481685895
977	0.09464025748
978	0.09454408577
979	0.09445113801
980	0.09431444962
981	0.09417703068
982	0.09412426189
983	0.0939508671
984	0.0938268556
985	0.09361639895
986	0.09351094646
987	0.0934177767
988	0.09321514361
989	0.09309172654
990	0.09298748569
991	0.0929039742
992	0.09281854792
993	0.0927156728
994	0.09258244168
995	0.09251729813
996	0.09237798543
997	0.09220308907
998	0.09208625053
999	0.09193276471
